Country Name,Country Code,Indicator Name,Indicator Code,2016
Europe & Central Asia (IDA total),DEC,Bank cost to income ratio (%),GFDD.EI.07,
Europe & Central Asia (IDA total),DEC,Bank credit to bank deposits (%),GFDD.SI.04,
Europe & Central Asia (IDA total),DEC,Bank deposits to GDP (%),GFDD.OI.02,
Europe & Central Asia (IDA total),DEC,Bank lending-deposit spread,GFDD.EI.02,
Europe & Central Asia (IDA total),DEC,Bank net interest margin (%),GFDD.EI.01,
Europe & Central Asia (IDA total),DEC,Bank noninterest income to total income (%),GFDD.EI.03,
Europe & Central Asia (IDA total),DEC,Bank non-performing loans to gross loans (%),GFDD.SI.02,
Europe & Central Asia (IDA total),DEC,Bank overhead costs to total assets (%),GFDD.EI.04,
Europe & Central Asia (IDA total),DEC,Bank regulatory capital to risk-weighted assets (%),GFDD.SI.05,
Europe & Central Asia (IDA total),DEC,"Bank return on assets (%, after tax)",GFDD.EI.05,
Europe & Central Asia (IDA total),DEC,"Bank return on assets (%, before tax)",GFDD.EI.09,
Europe & Central Asia (IDA total),DEC,"Bank return on equity (%, after tax)",GFDD.EI.06,
Europe & Central Asia (IDA total),DEC,"Bank return on equity (%, before tax)",GFDD.EI.10,
Europe & Central Asia (IDA total),DEC,Bank Z-score,GFDD.SI.01,
Europe & Central Asia (IDA total),DEC,"Banking crisis dummy (1=banking crisis, 0=none)",GFDD.OI.19,
Europe & Central Asia (IDA total),DEC,Central bank assets to GDP (%),GFDD.DI.06,
Europe & Central Asia (IDA total),DEC,Checks used to make payments (% age 15+),GFDD.AI.19,
Europe & Central Asia (IDA total),DEC,Consolidated foreign claims of BIS reporting banks to GDP (%),GFDD.OI.14,
Europe & Central Asia (IDA total),DEC,Corporate bond average maturity (years),GFDD.DM.15,
Europe & Central Asia (IDA total),DEC,Corporate bond issuance volume to GDP (%),GFDD.DM.13,
Europe & Central Asia (IDA total),DEC,Credit card (% age 15+),GFDD.AI.20,
Europe & Central Asia (IDA total),DEC,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,
Europe & Central Asia (IDA total),DEC,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,
Europe & Central Asia (IDA total),DEC,Debit card (% age 15+),GFDD.AI.21,
Europe & Central Asia (IDA total),DEC,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,
Europe & Central Asia (IDA total),DEC,Deposit money banks'' assets to GDP (%),GFDD.DI.02,
Europe & Central Asia (IDA total),DEC,Depositing/withdrawing at least once in a typical month (% age 15+),GFDD.AI.26,
Europe & Central Asia (IDA total),DEC,Domestic credit to private sector (% of GDP),GFDD.DI.14,
Europe & Central Asia (IDA total),DEC,Electronic payments used to make payments (% age 15+),GFDD.AI.22,
Europe & Central Asia (IDA total),DEC,External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits),GFDD.OI.12,
Europe & Central Asia (IDA total),DEC,External loans and deposits of reporting banks vis-à-vis the banking sector (% of domestic bank deposits),GFDD.OI.10,
Europe & Central Asia (IDA total),DEC,External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits),GFDD.OI.11,
Europe & Central Asia (IDA total),DEC,Financial system deposits to GDP (%),GFDD.DI.08,
Europe & Central Asia (IDA total),DEC,Firms identifying access to finance as a major constraint (%),GFDD.AI.36,
Europe & Central Asia (IDA total),DEC,Firms not needing a loan (%),GFDD.AI.32,
Europe & Central Asia (IDA total),DEC,Firms using banks to finance investments (%),GFDD.AI.28,
Europe & Central Asia (IDA total),DEC,Firms using banks to finance working capital (%),GFDD.AI.29,
Europe & Central Asia (IDA total),DEC,Firms whose recent loan application was rejected (%),GFDD.AI.33,
Europe & Central Asia (IDA total),DEC,Firms with a bank loan or line of credit (%),GFDD.AI.03,
Europe & Central Asia (IDA total),DEC,Firms with a checking or savings account (%),GFDD.AI.27,
Europe & Central Asia (IDA total),DEC,Foreign bank assets among total bank assets (%),GFDD.OI.16,
Europe & Central Asia (IDA total),DEC,Foreign bank assets among total banks assets (%),GFDD.OI.16a,
Europe & Central Asia (IDA total),DEC,Foreign banks among total banks (%),GFDD.OI.15,
Europe & Central Asia (IDA total),DEC,Global leasing volume to GDP (%),GFDD.OI.17,
Europe & Central Asia (IDA total),DEC,Government bank assets among total bank assets (%),GFDD.OI.20a,
Europe & Central Asia (IDA total),DEC,Gross portfolio debt assets to GDP (%),GFDD.DM.11,
Europe & Central Asia (IDA total),DEC,Gross portfolio debt liabilities to GDP (%),GFDD.DM.10,
Europe & Central Asia (IDA total),DEC,Gross portfolio equity assets to GDP (%),GFDD.DM.09,
Europe & Central Asia (IDA total),DEC,Gross portfolio equity liabilities to GDP (%),GFDD.DM.08,
Europe & Central Asia (IDA total),DEC,Insurance company assets to GDP (%),GFDD.DI.11,
Europe & Central Asia (IDA total),DEC,International debt issues to GDP (%),GFDD.DM.07,
Europe & Central Asia (IDA total),DEC,Investments financed by banks (%),GFDD.AI.34,
Europe & Central Asia (IDA total),DEC,Life insurance premium volume to GDP (%),GFDD.DI.09,
Europe & Central Asia (IDA total),DEC,Liquid assets to deposits and short term funding (%),GFDD.SI.06,
Europe & Central Asia (IDA total),DEC,Liquid liabilities in millions USD (2000 constant),GFDD.OI.07,
Europe & Central Asia (IDA total),DEC,Liquid liabilities to GDP (%),GFDD.DI.05,
Europe & Central Asia (IDA total),DEC,Loan from a financial institution in the past year (% age 15+),GFDD.AI.07,
Europe & Central Asia (IDA total),DEC,Loan from a private lender in the past year (% age 15+),GFDD.AI.15,
Europe & Central Asia (IDA total),DEC,Loan from an employer in the past year (% age 15+),GFDD.AI.16,
Europe & Central Asia (IDA total),DEC,Loan from family or friends in the past year (% age 15+),GFDD.AI.18,
Europe & Central Asia (IDA total),DEC,Loan in the past year (% age 15+),GFDD.AI.14,
Europe & Central Asia (IDA total),DEC,Loan through store credit in the past year (% age 15+),GFDD.AI.17,
Europe & Central Asia (IDA total),DEC,Loans from nonresident banks (amounts outstanding) to GDP (%),GFDD.OI.09,
Europe & Central Asia (IDA total),DEC,Loans from nonresident banks (net) to GDP (%),GFDD.OI.08,
Europe & Central Asia (IDA total),DEC,Loans requiring collateral (%),GFDD.AI.30,
Europe & Central Asia (IDA total),DEC,Market capitalization excluding top 10 companies to total market capitalization (%),GFDD.AM.02,
Europe & Central Asia (IDA total),DEC,Mobile phone used to pay bills (% age 15+),GFDD.AI.23,
Europe & Central Asia (IDA total),DEC,Mobile phone used to send money (% age 15+),GFDD.AI.24,
Europe & Central Asia (IDA total),DEC,Mutual fund assets to GDP (%),GFDD.DI.07,
Europe & Central Asia (IDA total),DEC,Nonbank financial institutions’ assets to GDP (%),GFDD.DI.03,
Europe & Central Asia (IDA total),DEC,Nonfinancial corporate bonds to total bonds and notes outstanding (%),GFDD.AM.03,
Europe & Central Asia (IDA total),DEC,Non-life insurance premium volume to GDP (%),GFDD.DI.10,
Europe & Central Asia (IDA total),DEC,"Number of listed companies per 1,000,000 people",GFDD.OM.01,
Europe & Central Asia (IDA total),DEC,Outstanding domestic private debt securities to GDP (%),GFDD.DM.03,
Europe & Central Asia (IDA total),DEC,Outstanding domestic public debt securities to GDP (%),GFDD.DM.04,
Europe & Central Asia (IDA total),DEC,Outstanding international private debt securities to GDP (%),GFDD.DM.05,
Europe & Central Asia (IDA total),DEC,Outstanding international public debt securities to GDP (%),GFDD.DM.06,
Europe & Central Asia (IDA total),DEC,Pension fund assets to GDP (%),GFDD.DI.13,
Europe & Central Asia (IDA total),DEC,Private credit by deposit money banks and other financial institutions to GDP (%),GFDD.DI.12,
Europe & Central Asia (IDA total),DEC,Private credit by deposit money banks to GDP (%),GFDD.DI.01,
Europe & Central Asia (IDA total),DEC,Provisions to nonperforming loans (%),GFDD.SI.07,
Europe & Central Asia (IDA total),DEC,Remittance inflows to GDP (%),GFDD.OI.13,
Europe & Central Asia (IDA total),DEC,Saved any money in the past year (% age 15+),GFDD.AI.12,
Europe & Central Asia (IDA total),DEC,Saved at a financial institution in the past year (% age 15+),GFDD.AI.06,
Europe & Central Asia (IDA total),DEC,Saved using a savings club in the past year (% age 15+),GFDD.AI.13,
Europe & Central Asia (IDA total),DEC,Small firms with a bank loan or line of credit (%),GFDD.AI.04,
Europe & Central Asia (IDA total),DEC,Stock market capitalization to GDP (%),GFDD.DM.01,
Europe & Central Asia (IDA total),DEC,"Stock market return (%, year-on-year)",GFDD.OM.02,
Europe & Central Asia (IDA total),DEC,Stock market total value traded to GDP (%),GFDD.DM.02,
Europe & Central Asia (IDA total),DEC,Stock market turnover ratio (%),GFDD.EM.01,
Europe & Central Asia (IDA total),DEC,Stock price volatility,GFDD.SM.01,
Europe & Central Asia (IDA total),DEC,Syndicated loan average maturity (years),GFDD.DM.14,
Europe & Central Asia (IDA total),DEC,Syndicated loan issuance volume to GDP (%),GFDD.DM.12,
Europe & Central Asia (IDA total),DEC,Total factoring volume to GDP (%),GFDD.OI.18,
Europe & Central Asia (IDA total),DEC,Value of collateral needed for a loan (% of the loan amount),GFDD.AI.31,
Europe & Central Asia (IDA total),DEC,Value traded excluding top 10 traded companies to total value traded (%),GFDD.AM.01,
Europe & Central Asia (IDA total),DEC,Working capital financed by banks (%),GFDD.AI.35,
IBRD only,IBD,5-bank asset concentration,GFDD.OI.06,
IBRD only,IBD,Account at a formal financial institution (% age 15+),GFDD.AI.05,
IBRD only,IBD,Account used for business purposes (% age 15+),GFDD.AI.08,
IBRD only,IBD,Account used to receive government payments (% age 15+),GFDD.AI.09,
IBRD only,IBD,Account used to receive remittances (% age 15+),GFDD.AI.10,
IBRD only,IBD,Account used to receive wages (% age 15+),GFDD.AI.11,
IBRD only,IBD,"ATMs per 100,000 adults",GFDD.AI.25,
IBRD only,IBD,"Bank accounts per 1,000 adults",GFDD.AI.01,
IBRD only,IBD,"Bank branches per 100,000 adults",GFDD.AI.02,
IBRD only,IBD,Bank capital to total assets (%),GFDD.SI.03,
IBRD only,IBD,Bank concentration (%),GFDD.OI.01,
IBRD only,IBD,Bank cost to income ratio (%),GFDD.EI.07,
IBRD only,IBD,Bank credit to bank deposits (%),GFDD.SI.04,
IBRD only,IBD,Bank deposits to GDP (%),GFDD.OI.02,
IBRD only,IBD,Bank lending-deposit spread,GFDD.EI.02,
IBRD only,IBD,Bank net interest margin (%),GFDD.EI.01,
IBRD only,IBD,Bank noninterest income to total income (%),GFDD.EI.03,
IBRD only,IBD,Bank non-performing loans to gross loans (%),GFDD.SI.02,
IBRD only,IBD,Bank overhead costs to total assets (%),GFDD.EI.04,
IBRD only,IBD,Bank regulatory capital to risk-weighted assets (%),GFDD.SI.05,
IBRD only,IBD,"Bank return on assets (%, after tax)",GFDD.EI.05,
IBRD only,IBD,"Bank return on assets (%, before tax)",GFDD.EI.09,
IBRD only,IBD,"Bank return on equity (%, after tax)",GFDD.EI.06,
IBRD only,IBD,"Bank return on equity (%, before tax)",GFDD.EI.10,
IBRD only,IBD,Bank Z-score,GFDD.SI.01,
IBRD only,IBD,"Banking crisis dummy (1=banking crisis, 0=none)",GFDD.OI.19,
IBRD only,IBD,Central bank assets to GDP (%),GFDD.DI.06,
IBRD only,IBD,Checks used to make payments (% age 15+),GFDD.AI.19,
IBRD only,IBD,Consolidated foreign claims of BIS reporting banks to GDP (%),GFDD.OI.14,
IBRD only,IBD,Corporate bond average maturity (years),GFDD.DM.15,
IBRD only,IBD,Corporate bond issuance volume to GDP (%),GFDD.DM.13,
IBRD only,IBD,Credit card (% age 15+),GFDD.AI.20,
IBRD only,IBD,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,
IBRD only,IBD,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,
IBRD only,IBD,Debit card (% age 15+),GFDD.AI.21,
IBRD only,IBD,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,
IBRD only,IBD,Deposit money banks'' assets to GDP (%),GFDD.DI.02,
IBRD only,IBD,Depositing/withdrawing at least once in a typical month (% age 15+),GFDD.AI.26,
IBRD only,IBD,Domestic credit to private sector (% of GDP),GFDD.DI.14,
IBRD only,IBD,Electronic payments used to make payments (% age 15+),GFDD.AI.22,
IBRD only,IBD,External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits),GFDD.OI.12,
IBRD only,IBD,External loans and deposits of reporting banks vis-à-vis the banking sector (% of domestic bank deposits),GFDD.OI.10,
IBRD only,IBD,External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits),GFDD.OI.11,
IBRD only,IBD,Financial system deposits to GDP (%),GFDD.DI.08,
IBRD only,IBD,Firms identifying access to finance as a major constraint (%),GFDD.AI.36,
IBRD only,IBD,Firms not needing a loan (%),GFDD.AI.32,
IBRD only,IBD,Firms using banks to finance investments (%),GFDD.AI.28,
IBRD only,IBD,Firms using banks to finance working capital (%),GFDD.AI.29,
IBRD only,IBD,Firms whose recent loan application was rejected (%),GFDD.AI.33,
IBRD only,IBD,Firms with a bank loan or line of credit (%),GFDD.AI.03,
IBRD only,IBD,Firms with a checking or savings account (%),GFDD.AI.27,
IBRD only,IBD,Foreign bank assets among total bank assets (%),GFDD.OI.16,
IBRD only,IBD,Foreign bank assets among total banks assets (%),GFDD.OI.16a,
IBRD only,IBD,Foreign banks among total banks (%),GFDD.OI.15,
IBRD only,IBD,Global leasing volume to GDP (%),GFDD.OI.17,
IBRD only,IBD,Government bank assets among total bank assets (%),GFDD.OI.20a,
IBRD only,IBD,Gross portfolio debt assets to GDP (%),GFDD.DM.11,
IBRD only,IBD,Gross portfolio debt liabilities to GDP (%),GFDD.DM.10,
IBRD only,IBD,Gross portfolio equity assets to GDP (%),GFDD.DM.09,
IBRD only,IBD,Gross portfolio equity liabilities to GDP (%),GFDD.DM.08,
IBRD only,IBD,Insurance company assets to GDP (%),GFDD.DI.11,
IBRD only,IBD,International debt issues to GDP (%),GFDD.DM.07,
IBRD only,IBD,Investments financed by banks (%),GFDD.AI.34,
IBRD only,IBD,Life insurance premium volume to GDP (%),GFDD.DI.09,
IBRD only,IBD,Liquid assets to deposits and short term funding (%),GFDD.SI.06,
IBRD only,IBD,Liquid liabilities in millions USD (2000 constant),GFDD.OI.07,
IBRD only,IBD,Liquid liabilities to GDP (%),GFDD.DI.05,
IBRD only,IBD,Loan from a financial institution in the past year (% age 15+),GFDD.AI.07,
IBRD only,IBD,Loan from a private lender in the past year (% age 15+),GFDD.AI.15,
IBRD only,IBD,Loan from an employer in the past year (% age 15+),GFDD.AI.16,
IBRD only,IBD,Loan from family or friends in the past year (% age 15+),GFDD.AI.18,
IBRD only,IBD,Loan in the past year (% age 15+),GFDD.AI.14,
IBRD only,IBD,Loan through store credit in the past year (% age 15+),GFDD.AI.17,
IBRD only,IBD,Loans from nonresident banks (amounts outstanding) to GDP (%),GFDD.OI.09,
IBRD only,IBD,Loans from nonresident banks (net) to GDP (%),GFDD.OI.08,
IBRD only,IBD,Loans requiring collateral (%),GFDD.AI.30,
IBRD only,IBD,Market capitalization excluding top 10 companies to total market capitalization (%),GFDD.AM.02,
IBRD only,IBD,Mobile phone used to pay bills (% age 15+),GFDD.AI.23,
IBRD only,IBD,Mobile phone used to send money (% age 15+),GFDD.AI.24,
IBRD only,IBD,Mutual fund assets to GDP (%),GFDD.DI.07,
IBRD only,IBD,Nonbank financial institutions’ assets to GDP (%),GFDD.DI.03,
IBRD only,IBD,Nonfinancial corporate bonds to total bonds and notes outstanding (%),GFDD.AM.03,
IBRD only,IBD,Non-life insurance premium volume to GDP (%),GFDD.DI.10,
IBRD only,IBD,"Number of listed companies per 1,000,000 people",GFDD.OM.01,
IBRD only,IBD,Outstanding domestic private debt securities to GDP (%),GFDD.DM.03,
IBRD only,IBD,Outstanding domestic public debt securities to GDP (%),GFDD.DM.04,
IBRD only,IBD,Outstanding international private debt securities to GDP (%),GFDD.DM.05,
IBRD only,IBD,Outstanding international public debt securities to GDP (%),GFDD.DM.06,
IBRD only,IBD,Pension fund assets to GDP (%),GFDD.DI.13,
IBRD only,IBD,Private credit by deposit money banks and other financial institutions to GDP (%),GFDD.DI.12,
IBRD only,IBD,Private credit by deposit money banks to GDP (%),GFDD.DI.01,
IBRD only,IBD,Provisions to nonperforming loans (%),GFDD.SI.07,
IBRD only,IBD,Remittance inflows to GDP (%),GFDD.OI.13,
IBRD only,IBD,Saved any money in the past year (% age 15+),GFDD.AI.12,
IBRD only,IBD,Saved at a financial institution in the past year (% age 15+),GFDD.AI.06,
IBRD only,IBD,Saved using a savings club in the past year (% age 15+),GFDD.AI.13,
IBRD only,IBD,Small firms with a bank loan or line of credit (%),GFDD.AI.04,
